no,p1.atr_window,p1.atr_multiply,p1.ma_window,p1.short_term,p2.strategy,p2.begin_hour,p2.begin_minute,p2.hours,p2.sl.method,p2.sl.value,p2.target_profit,p2.trail_stop,p2.volume,p2.position_max,p2.timelimit,trade_num,profit,win_rate
644,28,1.3591102042132213,35,24,PPP,0,0,0,1,100,250,200,0.1,10,0,792,1808.0,0.37752525252525254
645,31,0.7155785383457338,45,10,PPP,0,0,0,1,250,500,100,0.1,10,0,1718,1929.0,0.5069848661233993
646,59,0.993652602794376,66,39,PPP,0,0,0,1,200,500,50,0.1,10,0,778,11510.0,0.5089974293059126
647,81,2.3150338992193182,74,19,PPP,0,0,0,1,300,200,200,0.1,10,0,416,4309.0,0.5144230769230769
648,74,3.0395608289692624,76,29,PPP,0,0,0,1,300,450,200,0.1,10,0,282,-841.0,0.43617021276595747
649,38,1.531259964607048,96,35,PPP,0,0,0,1,150,100,150,0.1,10,0,620,860.0,0.45483870967741935
650,71,2.4288587511862145,50,35,PPP,0,0,0,1,450,450,250,0.1,10,0,381,591.0,0.5013123359580053
651,26,2.0517625918484206,99,10,PPP,0,0,0,1,350,100,150,0.1,10,0,473,-3186.0,0.44820295983086683
652,85,0.7696093420485294,13,42,PPP,0,0,0,1,400,100,250,0.1,10,0,822,4649.0,0.537712895377129
653,20,0.8453324685148753,57,5,PPP,0,0,0,1,450,400,250,0.1,10,0,1362,414.0,0.44713656387665196
654,92,3.24655791476009,81,49,PPP,0,0,0,1,350,450,100,0.1,10,0,248,-1460.0,0.4596774193548387
655,81,2.2625605865910465,52,43,PPP,0,0,0,1,100,200,50,0.1,10,0,394,-1829.0,0.3299492385786802
656,54,0.6113951577778445,46,33,PPP,0,0,0,1,350,300,150,0.1,10,0,1040,3401.0,0.5490384615384616
657,63,1.0343208354130886,88,9,PPP,0,0,0,1,250,400,100,0.1,10,0,1177,2495.0,0.4817332200509771
658,69,0.9350630959470818,18,4,PPP,0,0,0,1,250,450,100,0.1,10,0,1060,-545.0,0.39716981132075474
659,95,2.490072843665695,74,22,PPP,0,0,0,1,400,150,50,0.1,10,0,378,9558.0,0.5317460317460317
660,80,2.789376277107097,60,33,PPP,0,0,0,1,300,50,50,0.1,10,0,312,-2116.0,0.4358974358974359
661,59,2.2374111946461333,47,42,PPP,0,0,0,1,500,50,150,0.1,10,0,399,90.0,0.5087719298245614
662,46,0.7300298869533921,66,40,PPP,0,0,0,1,250,150,100,0.1,10,0,860,10548.0,0.5488372093023256
663,74,1.66615528062075,94,6,PPP,0,0,0,1,150,150,150,0.1,10,0,553,-5127.0,0.379746835443038
664,20,1.2627247922153915,99,4,PPP,0,0,0,1,500,50,150,0.1,10,0,727,-5946.0,0.4607977991746905
665,20,1.786447169745244,10,20,PPP,0,0,0,1,450,100,100,0.1,10,0,631,10351.0,0.5245641838351822
666,86,2.2557578039410213,23,21,PPP,0,0,0,1,50,450,150,0.1,10,0,432,886.0,0.2199074074074074
667,36,2.114970842930886,91,38,PPP,0,0,0,1,450,150,50,0.1,10,0,442,-1964.0,0.5090497737556561
668,78,1.4061856064600664,55,36,PPP,0,0,0,1,450,500,150,0.1,10,0,643,-1922.0,0.5334370139968896
669,95,0.9105101748891313,35,22,PPP,0,0,0,1,450,50,100,0.1,10,0,1054,402.0,0.5056925996204934
670,44,3.231652931708958,15,48,PPP,0,0,0,1,150,200,100,0.1,10,0,260,-5142.0,0.3269230769230769
671,85,1.4908045554144813,62,29,PPP,0,0,0,1,400,400,50,0.1,10,0,663,-3005.0,0.5128205128205128
672,42,0.78752746324224,56,45,PPP,0,0,0,1,400,350,100,0.1,10,0,806,-1790.0,0.5421836228287841
673,69,2.776954427210435,89,9,PPP,0,0,0,1,300,250,150,0.1,10,0,272,9464.0,0.4411764705882353
674,99,3.0706610967706456,72,23,PPP,0,0,0,1,50,450,150,0.1,10,0,274,-1744.0,0.16423357664233576
675,27,0.514267702056583,11,47,PPP,0,0,0,1,400,100,200,0.1,10,0,898,9458.0,0.5523385300668151
676,59,3.4226907472130237,45,26,PPP,0,0,0,1,400,400,250,0.1,10,0,240,1248.0,0.45
677,88,2.929883476535702,40,48,PPP,0,0,0,1,450,450,200,0.1,10,0,272,-8660.0,0.4852941176470588
678,74,2.565150103430327,91,48,PPP,0,0,0,1,50,200,200,0.1,10,0,320,-1276.0,0.20625
