no,p1.atr_window,p1.atr_multiply,p1.ma_window,p1.short_term,p2.strategy,p2.begin_hour,p2.begin_minute,p2.hours,p2.sl.method,p2.sl.value,p2.target_profit,p2.trail_stop,p2.volume,p2.position_max,p2.timelimit,trade_num,profit,win_rate,drawdown,t_drawdown
329,97,1.0715274698818849,97,50,supertrend,0,0,0,1,300,350,200,0.1,10,0,6310,-0.05299999999998217,0.5464342313787639,-7.230199999999983,1471 days 08:00:00
330,44,2.361069750235683,82,29,supertrend,0,0,0,1,100,200,50,0.1,10,0,4550,-3.746999999999966,0.5237362637362637,-7.116899999999984,755 days 06:15:00
331,56,3.414433479348669,100,22,supertrend,0,0,0,1,200,500,250,0.1,10,0,3031,-3.8850000000000096,0.4859782250082481,-5.570699999999982,575 days 20:45:00
332,69,2.173134924737793,70,37,supertrend,0,0,0,1,350,350,50,0.1,10,0,4442,-6.629000000000003,0.5231877532642953,-10.569600000000008,761 days 02:30:00
333,90,1.2407334102350216,97,33,supertrend,0,0,0,1,500,50,250,0.1,10,0,6952,10.129000000000028,0.5392692750287686,-1.1013000000000073,324 days 02:00:00
334,25,2.6905902362042333,32,27,supertrend,0,0,0,1,450,200,250,0.1,10,0,3911,10.473000000000036,0.5213500383533624,-0.539699999999996,502 days 06:45:00
335,28,1.0884608442775394,79,22,supertrend,0,0,0,1,50,200,250,0.1,10,0,9850,4.774999999999999,0.5315736040609137,-2.6622000000000416,664 days 17:00:00
336,91,2.436844957752027,52,27,supertrend,0,0,0,1,400,200,150,0.1,10,0,4140,0.8490000000000251,0.5024154589371981,-2.638499999999988,1268 days 02:15:00
337,88,2.075100482046564,87,33,supertrend,0,0,0,1,100,400,200,0.1,10,0,4628,-0.7970000000000157,0.509723422644771,-5.787099999999982,1189 days 21:15:00
338,25,0.7226214860203763,17,41,supertrend,0,0,0,1,200,300,200,0.1,10,0,9010,-2.1890000000000542,0.5540510543840178,-5.9922000000000635,761 days 00:15:00
339,56,2.738755935305558,56,12,supertrend,0,0,0,1,200,300,100,0.1,10,0,4077,-2.6730000000000085,0.45229335295560463,-4.395400000000002,710 days 21:15:00
340,61,2.788865084182104,40,21,supertrend,0,0,0,1,500,150,250,0.1,10,0,3958,-3.165000000000021,0.49317837291561395,-5.443700000000015,629 days 18:15:00
341,45,2.9313850257008633,36,32,supertrend,0,0,0,1,350,250,100,0.1,10,0,3522,5.06699999999999,0.5212947189097104,-4.7312000000000225,806 days 17:00:00
342,65,2.1284677317228993,14,42,supertrend,0,0,0,1,250,300,200,0.1,10,0,4396,-6.308999999999992,0.5288898999090081,-8.826900000000002,489 days 02:15:00
343,13,2.918674002951617,33,26,supertrend,0,0,0,1,250,200,250,0.1,10,0,3419,7.883000000000029,0.5165252997952617,0.08899999999999968,615 days 18:00:00
344,23,0.8782476343779407,22,33,supertrend,0,0,0,1,50,500,200,0.1,10,0,9386,4.221000000000028,0.5443213296398892,-2.4591999999999814,449 days 01:00:00
345,54,1.063566820927576,36,7,supertrend,0,0,0,1,50,400,250,0.1,10,0,12668,3.9750000000000227,0.4799494790022103,-5.610300000000004,931 days 04:30:00
346,85,2.1377502382670244,65,37,supertrend,0,0,0,1,200,450,200,0.1,10,0,4364,-6.153000000000079,0.5197066911090742,-11.162500000000042,869 days 22:45:00
347,41,3.4625613081028987,30,41,supertrend,0,0,0,1,200,250,50,0.1,10,0,2821,-3.8490000000000157,0.5182559376107764,-6.768000000000019,801 days 10:45:00
348,63,1.8209269476724559,19,19,supertrend,0,0,0,1,50,250,50,0.1,10,0,6364,5.838999999999995,0.5174418604651163,-4.652399999999987,671 days 23:30:00
349,25,3.4218889407094424,72,35,supertrend,0,0,0,1,400,450,100,0.1,10,0,2825,-3.180999999999977,0.5001769911504425,-8.921299999999977,734 days 19:00:00
350,21,2.5829732963935426,18,40,supertrend,0,0,0,1,150,150,50,0.1,10,0,4054,7.087000000000023,0.5372471632955106,-0.793300000000002,308 days 14:30:00
351,30,1.550767862850556,46,24,supertrend,0,0,0,1,200,50,250,0.1,10,0,7240,3.2349999999999293,0.532596685082873,-2.7523000000000453,727 days 23:00:00
352,18,1.0950034152358117,41,39,supertrend,0,0,0,1,150,150,250,0.1,10,0,7704,-0.5790000000000814,0.5434839044652129,-6.046900000000057,1127 days 04:00:00
353,24,2.415059311004209,87,33,supertrend,0,0,0,1,150,100,50,0.1,10,0,4428,14.12500000000002,0.53613369467028,-0.949800000000013,354 days 15:30:00
354,41,1.5319245667333625,86,11,supertrend,0,0,0,1,100,450,100,0.1,10,0,8418,0.4069999999999876,0.49406034687574246,-8.45610000000003,1113 days 12:00:00
355,63,3.273046934556615,68,7,supertrend,0,0,0,1,500,100,150,0.1,10,0,2763,1.7690000000000397,0.4006514657980456,-3.456999999999983,721 days 22:30:00
356,80,3.0318469373006756,22,36,supertrend,0,0,0,1,500,50,200,0.1,10,0,3152,-1.1730000000000187,0.5085659898477157,-5.659200000000015,1577 days 07:30:00
357,50,1.51141031121848,36,10,supertrend,0,0,0,1,300,400,150,0.1,10,0,8666,-7.032999999999958,0.4802677129009924,-13.6529,971 days 20:15:00
358,23,2.37698799722478,39,22,supertrend,0,0,0,1,400,350,100,0.1,10,0,4630,1.8529999999999904,0.5019438444924406,-1.5889999999999944,523 days 19:30:00
359,36,0.7628500645580296,55,12,supertrend,0,0,0,1,200,200,250,0.1,10,0,15273,10.668999999999924,0.5266810711713481,-2.5624000000000446,469 days 09:45:00
360,67,2.8527841013802346,96,5,supertrend,0,0,0,1,250,150,50,0.1,10,0,3155,10.649000000000001,0.3923930269413629,-0.2498999999999995,574 days 07:30:00
