no,p1.atr_window,p1.atr_multiply,p1.ma_window,p1.short_term,p2.strategy,p2.begin_hour,p2.begin_minute,p2.hours,p2.sl.method,p2.sl.value,p2.target_profit,p2.trail_stop,p2.volume,p2.position_max,p2.timelimit,trade_num,profit,win_rate,drawdown,t_drawdown
505,54,3.4554033912938023,73,39,supertrend,0,0,0,1,50,450,50,0.1,10,0,2426,2883.0,0.23289365210222587,-354.5,513 days 06:15:00
506,25,0.5527189254518086,94,16,supertrend,0,0,0,1,300,250,50,0.1,10,0,16541,-9035.0,0.5313463514902363,-15180.1,805 days 14:30:00
507,15,1.2155219252375313,20,49,supertrend,0,0,0,1,500,100,250,0.1,10,0,6141,-3006.0,0.5303696466373555,-7020.3,476 days 14:30:00
508,49,1.9202652898183445,67,33,supertrend,0,0,0,1,150,150,150,0.1,10,0,5027,-3430.0,0.4810025860354088,-8503.5,775 days 22:30:00
509,19,1.2567843866902546,35,20,supertrend,0,0,0,1,350,250,100,0.1,10,0,8891,326.0,0.5245754133393319,-5121.5,960 days 12:30:00
510,21,1.47393504254928,43,25,supertrend,0,0,0,1,350,50,200,0.1,10,0,7253,680.0,0.512339721494554,-8991.5,1724 days 01:45:00
511,76,3.4928030261540024,99,28,supertrend,0,0,0,1,450,350,100,0.1,10,0,2268,11108.0,0.47971781305114636,-4647.9,816 days 01:00:00
512,17,2.267568570540552,78,43,supertrend,0,0,0,1,250,200,100,0.1,10,0,4113,-14309.0,0.5195720884998785,-21060.8,324 days 06:30:00
513,23,1.59062160010809,100,47,supertrend,0,0,0,1,150,50,250,0.1,10,0,5335,-3474.0,0.4963448922211809,-3597.4,300 days 12:30:00
514,71,2.742518726989677,65,16,supertrend,0,0,0,1,100,500,50,0.1,10,0,3152,14825.0,0.3442258883248731,-2105.5,406 days 13:15:00
515,87,1.9744167384756077,58,19,supertrend,0,0,0,1,100,50,250,0.1,10,0,5337,-2796.0,0.4455686715383174,-13323.8,1397 days 09:00:00
516,58,0.9896888550424119,30,41,supertrend,0,0,0,1,250,250,250,0.1,10,0,7325,9859.0,0.5343344709897611,-5486.4,915 days 18:45:00
517,95,2.0854484443064396,50,4,supertrend,0,0,0,1,400,350,100,0.1,10,0,3902,12289.0,0.38364941055868784,-1709.0,695 days 15:15:00
518,54,1.4964226537118506,65,20,supertrend,0,0,0,1,250,400,50,0.1,10,0,7246,20829.0,0.5168368755175269,-2129.1,455 days 13:15:00
519,54,1.6618082615116458,38,50,supertrend,0,0,0,1,150,300,150,0.1,10,0,4841,-8338.0,0.47035736418095436,-9824.3,933 days 02:15:00
520,91,1.845043029800741,89,37,supertrend,0,0,0,1,100,450,150,0.1,10,0,4979,-2671.0,0.40369552118899377,-10042.0,694 days 10:45:00
521,17,1.8475529535324098,89,4,supertrend,0,0,0,1,450,150,50,0.1,10,0,4452,4285.0,0.3892632524707996,-2201.0,479 days 00:15:00
522,18,0.5042453899021847,89,36,supertrend,0,0,0,1,450,100,250,0.1,10,0,10701,-21070.0,0.5374264087468461,-26954.9,975 days 03:30:00
523,24,2.086601961704441,16,21,supertrend,0,0,0,1,150,500,50,0.1,10,0,4979,-1429.0,0.452098815023097,-10893.5,1002 days 19:45:00
